trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
t_179915_b_4263_tn_2,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,07:38:00,07:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,07:40:00,07:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,07:42:00,07:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,07:44:00,07:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,07:46:00,07:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_2,07:52:00,07:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:25:00,08:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:26:00,08:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:30:00,08:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:32:00,08:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:35:00,08:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:38:00,08:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:40:00,08:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:42:00,08:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:44:00,08:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:46:00,08:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_3,08:52:00,08:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:25:00,09:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:26:00,09:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:30:00,09:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:32:00,09:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:35:00,09:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:38:00,09:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:40:00,09:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:42:00,09:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:44:00,09:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:46:00,09:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_4,09:52:00,09:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:25:00,10:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:26:00,10:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:30:00,10:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:32:00,10:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:35:00,10:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:38:00,10:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:40:00,10:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:42:00,10:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:44:00,10:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:46:00,10:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_5,10:52:00,10:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:25:00,11:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:26:00,11:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:30:00,11:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:32:00,11:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:35:00,11:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:38:00,11:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:40:00,11:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:42:00,11:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:44:00,11:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:46:00,11:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_6,11:52:00,11:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:25:00,12:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:26:00,12:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:30:00,12:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:32:00,12:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:35:00,12:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:38:00,12:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:40:00,12:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:42:00,12:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:44:00,12:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:46:00,12:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_7,12:52:00,12:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:25:00,13:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:26:00,13:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:30:00,13:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:32:00,13:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:35:00,13:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:38:00,13:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:40:00,13:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:42:00,13:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:44:00,13:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:46:00,13:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_8,13:52:00,13:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:25:00,14:25:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:26:00,14:26:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:30:00,14:30:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:32:00,14:32:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:35:00,14:35:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:38:00,14:38:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:40:00,14:40:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:42:00,14:42:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:44:00,14:44:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:46:00,14:46:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179915_b_4263_tn_9,14:52:00,14:52:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,10:55:00,10:55:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,10:56:00,10:56:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:00:00,11:00:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:02:00,11:02:00,759599,11,,0,0,3896.07536587302,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759897,12,,0,0,4195.52709218578,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759618,13,,0,0,4658.03840549951,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759619,14,,0,0,5056.3091431477,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:05:00,11:05:00,759620,15,,0,0,5331.05973397522,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759621,16,,0,0,5605.87433427118,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759622,17,,0,0,5920.50574086887,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:08:00,11:08:00,759623,18,,0,0,6255.18067761324,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759624,19,,0,0,6807.01330834895,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:10:00,11:10:00,759625,20,,0,0,7218.55425014122,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759626,21,,0,0,7550.619424375,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:12:00,11:12:00,759627,22,,0,0,7785.83590576703,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759628,23,,0,0,8103.71998934054,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:14:00,11:14:00,759629,24,,0,0,9111.3780719729,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759630,25,,0,0,9384.28064661871,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:16:00,11:16:00,759631,26,,0,0,9599.04659890465,1,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759632,27,,0,0,9867.18628436042,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,760070,28,,0,0,10037.4575308113,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,,,759893,29,,0,0,10164.3709872621,0,,,,,1,1,,,,
t_179916_b_4263_tn_1,11:22:00,11:22:00,759499,30,,0,0,10480.52704091,1,,,,,1,1,,,,
t_179916_b_4263_tn_2,11:55:00,11:55:00,759609,1,,0,0,0,1,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,759610,2,,0,0,387.103147120817,0,,,,,1,1,,,,
t_179916_b_4263_tn_2,11:56:00,11:56:00,759611,3,,0,0,742.976452196133,1,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,759612,4,,0,0,1054.21586616146,0,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,2382508,5,,0,0,1257.0950551841,0,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,759613,6,,0,0,1448.90427240456,0,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,759614,7,,0,0,1771.66921313194,0,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,759900,8,,0,0,2146.67470356048,0,,,,,1,1,,,,
t_179916_b_4263_tn_2,12:00:00,12:00:00,759615,9,,0,0,2604.63755835086,1,,,,,1,1,,,,
t_179916_b_4263_tn_2,,,759616,10,,0,0,2941.20681295984,0,,,,,1,1,,,,
