agency_id,agency_url,agency_lang,agency_name,agency_phone,agency_timezone,agency_fare_url
190,http://www.ashevillenc.gov/Departments/Transit.aspx,en,Asheville Redefines Transit,(828) 253-5691,America/New_York,
